Field_AT_ID,Field_ID,Table_ID,Table_Name,Field_Name,Field_Type,Redis_Cache,Redis_TTL,Field_Details,One_Or_Many,Registry_Created,Is_Linked_Field,Linked_Table,Linked_Table_ID
recJff62tmoDPe5pc,fldq6MkrBuqpc1DMM,tbliQBF91cvRqYSlf,OpenAI_Messages,Open_AI_Thread_ID,multipleRecordLinks,checked,3600,,,4/8/2025 7:10pm,checked,,
rec1n2ub2gaHoKuBK,fldzTdJg0Q0d0oUpk,tbliQBF91cvRqYSlf,OpenAI_Messages,AT_OpenAI_Message_ID,formula,checked,3600,,,4/8/2025 7:10pm,,,
rec09oRdX4WRnNBWk,fldlLyZ8fc4opxSjx,tbliQBF91cvRqYSlf,OpenAI_Messages,Start_Time,dateTime,checked,3600,,,4/8/2025 7:10pm,,,
recsWMRu5OlOj41nz,flddiuNWEIAF5Udbr,tbliQBF91cvRqYSlf,OpenAI_Messages,Created_Time,createdTime,checked,3600,,,4/8/2025 7:10pm,,,
recBJCPm54gvhOTHI,fld9ZiCXuacZA2suT,tbliQBF91cvRqYSlf,OpenAI_Messages,Message_Tags,multipleRecordLinks,checked,3600,,,4/8/2025 7:10pm,checked,,
recNNcQXodzRV0MCi,fldiEbi9rYsg18AQN,tbliQBF91cvRqYSlf,OpenAI_Messages,Last_Updated,lastModifiedTime,checked,3600,,,4/8/2025 7:10pm,,,
recq2xjNPQS1RO8Md,fldSb8jJWeym8DlaK,tbliQBF91cvRqYSlf,OpenAI_Messages,Message_Text,multilineText,checked,3600,,,4/8/2025 7:10pm,,,
recuxUGSKQ2h9DmDr,fld6iL56aJ6zE7s6d,tbliQBF91cvRqYSlf,OpenAI_Messages,Log_This_Thread,checkbox,checked,3600,,,4/8/2025 7:10pm,,,
rect6En1f2hHMOFbl,fldob3whIKCgAQI9L,tbliQBF91cvRqYSlf,OpenAI_Messages,Sender,singleSelect,checked,3600,,,4/8/2025 7:10pm,,,
reclQO68ydVauLN3U,fldiKU0kpmIQxDwBE,tbliQBF91cvRqYSlf,OpenAI_Messages,Message_Attachment,multipleAttachments,checked,3600,,,4/8/2025 7:10pm,,,
recnukVT5yAYAt6yP,fld7PbF6yS0xHkBr6,tblQMzBZzevb7Uzn1,OpenAI_Threads,AT_OpenAIThread_Record_ID,formula,checked,3600,,,4/8/2025 7:10pm,,,
rec6Grtd739hROuVM,fldTHwVYNe4I6tzlj,tblQMzBZzevb7Uzn1,OpenAI_Threads,Start_Time,dateTime,checked,3600,,,4/8/2025 7:10pm,,,
recWRy2lbnxw4MbZo,fldLesJMcKAZMQUdd,tblQMzBZzevb7Uzn1,OpenAI_Threads,Created_Time,createdTime,checked,3600,,,4/8/2025 7:10pm,,,
rec14QFEsQGxWKDFT,fldHVgyN2ccjhY9wF,tblQMzBZzevb7Uzn1,OpenAI_Threads,Thread_Tags,multipleRecordLinks,checked,3600,,,4/8/2025 7:10pm,checked,,
recFI0hpPoaUWdDF8,fldQA9eZZ0sAI4hSz,tblQMzBZzevb7Uzn1,OpenAI_Threads,Last_Updated,lastModifiedTime,checked,3600,,,4/8/2025 7:10pm,,,
recPW2gI1VhkB7WuY,fldY2Kgh9wqJTXkOy,tblQMzBZzevb7Uzn1,OpenAI_Threads,Open_AI_Thread_ID,singleLineText,checked,3600,,,4/8/2025 7:10pm,,,
recF2dfjulJDSCnCm,fldq76fzugyGPz2cw,tblQMzBZzevb7Uzn1,OpenAI_Threads,Compressed_Message_Payload,multilineText,checked,3600,,,4/8/2025 7:10pm,,,
recfyxES4CoXryn55,fldEeJ1WIL6Tl398Z,tblQMzBZzevb7Uzn1,OpenAI_Threads,Log_This_Thread,checkbox,checked,3600,,,4/8/2025 7:10pm,,,
rec2NPongzcHeedim,fld1N0mPH8S1Rlvrt,tblQMzBZzevb7Uzn1,OpenAI_Threads,Next_Welcome,richText,checked,3600,,,4/8/2025 7:10pm,,,
recjYH62df9TnKvth,fldsvRQ8GYYOkn4EP,tblQMzBZzevb7Uzn1,OpenAI_Threads,User_ID_Txt,singleLineText,checked,3600,,,4/8/2025 7:10pm,,,
rec7GW7uWhr4iABk9,fldtWRadtDodTKqRY,tblQMzBZzevb7Uzn1,OpenAI_Threads,User_ID,singleLineText,checked,3600,,,4/8/2025 7:10pm,,,
recpbO0CkewwNRe2s,fld31PIRhLUw6l5t1,tblQMzBZzevb7Uzn1,OpenAI_Threads,OpenAI_Messages,multipleRecordLinks,checked,3600,,,4/8/2025 7:10pm,checked,,
recPWqSl2enBJWntn,fldH4eA7bF9jo6v1e,tblQMzBZzevb7Uzn1,OpenAI_Threads,Org_ID,singleLineText,checked,3600,,,4/8/2025 7:10pm,,,
recAtO1eXbXxSL4D0,fldwoZvPfba8cAGfh,tblQMzBZzevb7Uzn1,OpenAI_Threads,Review_Notes,richText,checked,3600,,,4/8/2025 7:10pm,,,
reck8kPsLUVGJO3Xc,fldLFRwUjzorzhw4U,tblQMzBZzevb7Uzn1,OpenAI_Threads,OpenAI_Assistant_ID,singleLineText,checked,3600,,,4/8/2025 7:10pm,,,
recFnLrawt1CWbGNK,fldxnjky6x7Hqn6S6,tblPtIgClrIJyYgQo,Platform_Pages,Platform_Resource_AT_ID,formula,checked,3600,,,4/8/2025 7:12pm,,,
recLzXYjkmjNCy9og,fldEWDgwtCtB2W4mo,tblPtIgClrIJyYgQo,Platform_Pages,Notes,multilineText,checked,3600,,,4/8/2025 7:12pm,,,
reczyDCjdRkSdCLjX,fldwy8ESJ7P6s3CcM,tblPtIgClrIJyYgQo,Platform_Pages,Now_Serving_Live,singleSelect,checked,3600,,,4/8/2025 7:12pm,,,
recpii1biMEdpxqkF,fldimmIpmdLTYjoQ6,tblPtIgClrIJyYgQo,Platform_Pages,Resource_HTML,url,checked,3600,,,4/8/2025 7:12pm,,,
recoV1ERDgnlZkOIN,fldOuWmO9qOclfqoV,tblPtIgClrIJyYgQo,Platform_Pages,Review_Sessions,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recLDpciCYPt6dPs7,fldSwZQ2RbsWt6yy1,tblPtIgClrIJyYgQo,Platform_Pages,Session_ID (from Review_Sessions),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
rec65HYw1GtV7Rc1M,fld9SgoZLRCRbTlz7,tblPtIgClrIJyYgQo,Platform_Pages,Org_ID,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recUqN6HMsUhMpOtB,fldFiYlaXEGOzfB8n,tblPtIgClrIJyYgQo,Platform_Pages,AbbrevClient (from Org_ID),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recwK1W0aiJaUxzUk,fld4IpfxiMInJa0yW,tblPtIgClrIJyYgQo,Platform_Pages,Org_ID (from Org_ID),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recOtWkSuIfleg4tE,fldV9KADZR3zXe8RW,tblPtIgClrIJyYgQo,Platform_Pages,Name (from Org_ID),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recgEJpWP0fssG63A,fld4lyHfPK9HBkM4G,tblPtIgClrIJyYgQo,Platform_Pages,Status,singleSelect,checked,3600,,,4/8/2025 7:12pm,,,
recCKcYGmfyj7s38W,fldjLXdTylynrlFDG,tblPtIgClrIJyYgQo,Platform_Pages,IE_Module_Recipe_Link,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
rec7649XKQFckUMNB,fldX4bqxjfvYimIuM,tblPtIgClrIJyYgQo,Platform_Pages,Output_Path_Webhook (from IE_Module_Recipe_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
rec5iYpIYGNsGcdDl,fldXQsObKIm4TQkIH,tblPtIgClrIJyYgQo,Platform_Pages,Outcome_Event (from IE_Module_Recipe_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recLpel2oWQi3bcms,fldq8xYmCGLdpSD8R,tblPtIgClrIJyYgQo,Platform_Pages,Status (from IE_Module_Recipe_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
rec1jYzyv14xhn05U,fldtQDW51WPm5YwJw,tblPtIgClrIJyYgQo,Platform_Pages,Context_Protocol (from IE_Module_Recipe_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recFFBwwBGXyyvN5Y,fldwJgMoS8mz3PWFt,tblPtIgClrIJyYgQo,Platform_Pages,Name (from IE_Module_Recipe_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
rec1v56j072gqbi9I,fldBkLESWXGHhDYla,tblPtIgClrIJyYgQo,Platform_Pages,QC_Change_Order,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
rec7hRGgDf4z153r4,fldyiVpCsOKxqPSAh,tblZaN2izaUrznRES,QC_Change_Order,Change_Order_AT_ID,formula,checked,3600,,,4/8/2025 7:12pm,,,
recTaxwlHQqgqtvMT,fldwzPgdw88ZwPz7t,tblZaN2izaUrznRES,QC_Change_Order,Change_Order_Description,multilineText,checked,3600,,,4/8/2025 7:12pm,,,
recaXOieaQM2IVmQY,fldwTyCi5cs9o8mfi,tblZaN2izaUrznRES,QC_Change_Order,Deliverable_Designer,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recF2H3kayD64XDTf,fldrRmEssZSqU8gW7,tblZaN2izaUrznRES,QC_Change_Order,QC_Tickets_IDs,singleLineText,checked,3600,,,4/8/2025 7:12pm,,,
rec7MT2gDyeaAYCuE,fldWViuWw46JA9x8v,tblZaN2izaUrznRES,QC_Change_Order,Designer (from Deliverable_Designer),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recIYBzYfsqq90Wok,fldtx2SkHDTUDHEIb,tblZaN2izaUrznRES,QC_Change_Order,Project,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recuY29Ma7xUjpj5f,fldktybJSwr8xYsVG,tblZaN2izaUrznRES,QC_Change_Order,QC_Tickets,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recXl8HG6tn8n8q5Z,fld8SirdzgLC8iVVU,tblZaN2izaUrznRES,QC_Change_Order,Name (from Org_ID) (from Project),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recxp8QzEvzAyjKPE,fldsN3oWBDiLwX6DW,tblZaN2izaUrznRES,QC_Change_Order,Resource_HTML (from Project),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
rec9up4nuyuqWYShl,fldirIfIISu73LBSs,tblDGRBf698F9Eyc8,QC_Review_Session,Session_ID,formula,checked,3600,,,4/8/2025 7:11pm,,,
recFoDDQr2waCTJOt,fldkSk1bzq5sTayIX,tblDGRBf698F9Eyc8,QC_Review_Session,Start_ReviewPeriod,date,checked,3600,,,4/8/2025 7:11pm,,,
recF4kHZwm9Ks6NZX,fldYZUoMvvCEmQkQc,tblDGRBf698F9Eyc8,QC_Review_Session,End_ReviewPeriod,date,checked,3600,,,4/8/2025 7:11pm,,,
recDaGCMBFQUJP8SP,fldqxe2HhSIeCP8De,tblDGRBf698F9Eyc8,QC_Review_Session,Token_URL,url,checked,3600,,,4/8/2025 7:11pm,,,
recLTWWOE8DM9LhQv,fldLnH75fVDMczswC,tblDGRBf698F9Eyc8,QC_Review_Session,Linked_Project,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recZaeNGesu51NlEk,fldAKdYgtBfVDGLqJ,tblDGRBf698F9Eyc8,QC_Review_Session,ClientAbbrev_Project_Link (from Linked_Project),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recxT1NGLk1bKMasc,fldQ3pq0ua4mquKGJ,tblDGRBf698F9Eyc8,QC_Review_Session,Reviewer_Name,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
recK6xkJm99DOwYwu,flduznHHQHKvLas2L,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Tickets,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
rec5olDCzi7wwPqoo,fld0VVweOu9Fs3HrD,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Change_Order,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
reca1RK3iAmr7tVLk,fldtC1JldBuEKHveM,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Platform_Pages,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recKvyeMJFgYQ175a,fld2CohKLtxJ6sqYh,tblDGRBf698F9Eyc8,QC_Review_Session,Reviewer_Link,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recCGGCnw6Pk8NIfF,fldqI3m9YPO8EjAvq,tblDGRBf698F9Eyc8,QC_Review_Session,Full Name (from Designer),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
rect9VoEnob7Vhl1n,fldjp5gCCE0iamSW0,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Tickets 2,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
recVZU8HMjrQ6M1u9,fldqza6kpLMSLytMe,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Change_Order 2,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recvmJyDmcq0bhPpD,fldjCwx304UrDUTcA,tblDGRBf698F9Eyc8,QC_Review_Session,QC_Change_Order 3,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
recxOVBLOzI2mTVnT,fldA6M0jvt3Nnb5KS,tblDGRBf698F9Eyc8,QC_Review_Session,Resource_HTML (from QC_Platform_Pages),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recNVpm85trLS9tPC,fldkJm6bga6Zon2iV,tblDGRBf698F9Eyc8,QC_Review_Session,Reviewer_Email,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recGzglMlHqi2TYus,fldyBweYzClkS2JIb,tblDGRBf698F9Eyc8,QC_Review_Session,Reviewer_Slack,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recM4CX5rNJqsVpkG,fldwmr3J2cvTSkF1B,tblDGRBf698F9Eyc8,QC_Review_Session,Reviewer_Role,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recW1DSl9y75aZArn,fldskfEsnDuncbiZA,tblDGRBf698F9Eyc8,QC_Review_Session,Linked_Client,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recRqRVB5PybIzU7U,fldRCv2dvKj53gCsc,tblDGRBf698F9Eyc8,QC_Review_Session,Name (from Linked_Client),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
rechQ0QQ3OJhHSyhR,fldjeYCWdxo99r3Cm,tblDGRBf698F9Eyc8,QC_Review_Session,AbbrevClient (from Linked_Client),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recz6WZBkVhulNs9R,fldaNLDP5gpBGmTUL,tblDGRBf698F9Eyc8,QC_Review_Session,Logo (from Linked_Client),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recd5dsESLMfQCaoB,fld0UqD9ZRKUlg1ZW,tblDGRBf698F9Eyc8,QC_Review_Session,URL_Constructor,formula,checked,3600,,,4/8/2025 7:11pm,,,
recOOs7RDQxdn8nrv,fldoRz2K0HcxIfW0K,tblDGRBf698F9Eyc8,QC_Review_Session,Team_AT_Record_ID (from Reviewer_Link),multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recK0yHXQtmoKV466,fldrMMW94lFxu5W3F,tblaZGLONqZC8SDit,QC_Tickets,Ticket_AT_ID,formula,checked,3600,,,4/8/2025 7:11pm,,,
rec51oho4mSAnS89A,fldCVkk53ZZoEOBYH,tblaZGLONqZC8SDit,QC_Tickets,QC_Comment_Text,richText,checked,3600,,,4/8/2025 7:11pm,,,
recxeajpCmGnqJZ1h,fldeg3rOX1D2ZF6uT,tblaZGLONqZC8SDit,QC_Tickets,Comment_Priority,singleSelect,checked,3600,,,4/8/2025 7:11pm,,,
recZ7PBrwyxNSVKvd,fldfH9ReGxjgGJlJ8,tblaZGLONqZC8SDit,QC_Tickets,Source_URL,url,checked,3600,,,4/8/2025 7:11pm,,,
recmWSTVPdSDQmxZn,fldqTlOSRct05X76N,tblaZGLONqZC8SDit,QC_Tickets,Source_Version,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
recDHUCA7TKcoxjBm,fldsOtAu3oQdg3FjX,tblaZGLONqZC8SDit,QC_Tickets,Screenshot,multipleAttachments,checked,3600,,,4/8/2025 7:11pm,,,
recCyCyfx7qqgdE2E,fldedDtUGpZXZVYxx,tblaZGLONqZC8SDit,QC_Tickets,Datetime_entered,dateTime,checked,3600,,,4/8/2025 7:11pm,,,
recSODlU2IzBN2n31,fldNZPixqhzi90cTv,tblaZGLONqZC8SDit,QC_Tickets,Comment_Status,singleSelect,checked,3600,,,4/8/2025 7:11pm,,,
rec1UX0bBpR4edi6Z,fldrIjX2Xn8IXYTtN,tblaZGLONqZC8SDit,QC_Tickets,#Viewpoint_Width,number,checked,3600,,,4/8/2025 7:11pm,,,
recM3vBCBQ0EMQdqB,fldwvgP7cwIkkwmlA,tblaZGLONqZC8SDit,QC_Tickets,Reviewer_Session_ID,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
recPb0kE9JAqcJQxY,fldM9INEPCCzF4DlM,tblaZGLONqZC8SDit,QC_Tickets,Viewpoint_Height,number,checked,3600,,,4/8/2025 7:11pm,,,
reco0lXcd3Wn3HwvX,flduV8fLht9ooLa8G,tblaZGLONqZC8SDit,QC_Tickets,Source_Descriptor,singleLineText,checked,3600,,,4/8/2025 7:11pm,,,
recbADM6IqSSPICOC,fldX29lnAKE8zx6VM,tblaZGLONqZC8SDit,QC_Tickets,Linked_Project (from Reviewer_Session_ID) 2,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recDAxVDcc6ckcyh1,fldrTCBKaUYrYP7gd,tblaZGLONqZC8SDit,QC_Tickets,Reviewer_Name (from Reviewer_Session_ID) 2,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
rec2kHoEdT1RWrhaT,fldbfgtLuEJGumYPH,tblaZGLONqZC8SDit,QC_Tickets,Session_ID (from Reviewer_Session_ID) 2,multipleLookupValues,checked,3600,,,4/8/2025 7:11pm,,,
recrbG1OjLmgyeQwB,fldTP38pQyhfhUXqM,tblaZGLONqZC8SDit,QC_Tickets,QC_Change_Order,multipleRecordLinks,checked,3600,,,4/8/2025 7:11pm,checked,,
reczgmDkoycxEkIcV,fldPlWTt6h5ndgEZ5,tblaZGLONqZC8SDit,QC_Tickets,InResource_Location_01,singleLineText,checked,3600,,,4/8/2025 7:12pm,,,
recRlBzBeGJ0ap0Cf,fldUMuLWXHefLyk0A,tblaZGLONqZC8SDit,QC_Tickets,InResource_Location_02,singleLineText,checked,3600,,,4/8/2025 7:12pm,,,
recNorvpjCfmoGIre,fldXCC8RoL4I8aCfR,tblaZGLONqZC8SDit,QC_Tickets,InResource_Location_03,singleLineText,checked,3600,,,4/8/2025 7:12pm,,,
recJIUcwSvdYoOU6r,fld2GqJL2qmsOXK1N,tblaZGLONqZC8SDit,QC_Tickets,Ticket_Type,singleSelect,checked,3600,,,4/8/2025 7:12pm,,,
recb9eO2MVFdmxWHj,fldiw0IG8g2wrlrte,tblaZGLONqZC8SDit,QC_Tickets,Submitted_By_Tech_Ticket,multipleRecordLinks,checked,3600,,,4/8/2025 7:12pm,checked,,
recCAFSmIv6E9G2VH,fldCFqDT2FlBSh5kO,tblaZGLONqZC8SDit,QC_Tickets,Full Name (from Submitted_By_Tech_Ticket),multipleLookupValues,checked,3600,,,4/8/2025 7:12pm,,,
recHcKR6AAjARv9Lw,fldPfN7dLTFvv2JvK,tblaZGLONqZC8SDit,QC_Tickets,Tech_Ticket_Title,singleLineText,checked,3600,,,4/8/2025 7:12pm,,,
rec9IiDeMZU7yAogd,fld4LjCWfZsQw4oMN,tblaZGLONqZC8SDit,QC_Tickets,Selected_For_ChangeOrder,checkbox,checked,3600,,,4/8/2025 7:12pm,,,